Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,40,9/30/1996,10/6/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,41,10/7/1996,10/13/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,42,10/14/1996,10/20/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,43,10/21/1996,10/27/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,44,10/28/1996,11/3/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,45,11/4/1996,11/10/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,46,11/11/1996,11/17/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,47,11/18/1996,11/24/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,48,11/25/1996,12/1/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,49,12/2/1996,12/8/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,50,12/9/1996,12/15/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,51,12/16/1996,12/22/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1996,52,12/23/1996,12/29/1996,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,1,12/30/1996,1/5/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,2,1/6/1997,1/12/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,3,1/13/1997,1/19/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,4,1/20/1997,1/26/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,5,1/27/1997,2/2/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,6,2/3/1997,2/9/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,7,2/10/1997,2/16/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,8,2/17/1997,2/23/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,9,2/24/1997,3/2/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,10,3/3/1997,3/9/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,11,3/10/1997,3/16/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,12,3/17/1997,3/23/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,13,3/24/1997,3/30/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,14,3/31/1997,4/6/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,15,4/7/1997,4/13/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,16,4/14/1997,4/20/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,17,4/21/1997,4/27/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,18,4/28/1997,5/4/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,19,5/5/1997,5/11/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,20,5/12/1997,5/18/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,21,5/19/1997,5/25/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,22,5/26/1997,6/1/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,23,6/2/1997,6/8/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,24,6/9/1997,6/15/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,25,6/16/1997,6/22/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,26,6/23/1997,6/29/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,27,6/30/1997,7/6/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,28,7/7/1997,7/13/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,29,7/14/1997,7/20/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,30,7/21/1997,7/27/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,31,7/28/1997,8/3/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,32,8/4/1997,8/10/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,33,8/11/1997,8/17/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,34,8/18/1997,8/24/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,35,8/25/1997,8/31/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,36,9/1/1997,9/7/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,37,9/8/1997,9/14/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,38,9/15/1997,9/21/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,39,9/22/1997,9/28/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,40,9/29/1997,10/5/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,41,10/6/1997,10/12/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,42,10/13/1997,10/19/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,43,10/20/1997,10/26/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,44,10/27/1997,11/2/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,45,11/3/1997,11/9/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,46,11/10/1997,11/16/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,47,11/17/1997,11/23/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,48,11/24/1997,11/30/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,49,12/1/1997,12/7/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,50,12/8/1997,12/14/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,51,12/15/1997,12/21/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1997,52,12/22/1997,12/28/1997,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,1,12/29/1997,1/4/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,2,1/5/1998,1/11/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,3,1/12/1998,1/18/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,4,1/19/1998,1/25/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,5,1/26/1998,2/1/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,6,2/2/1998,2/8/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,7,2/9/1998,2/15/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,8,2/16/1998,2/22/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,9,2/23/1998,3/1/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,10,3/2/1998,3/8/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,11,3/9/1998,3/15/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,12,3/16/1998,3/22/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,13,3/23/1998,3/29/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,14,3/30/1998,4/5/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,15,4/6/1998,4/12/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,16,4/13/1998,4/19/1998,,,,,3,,,3,,,,,3,,Local Outbreak
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,17,4/20/1998,4/26/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,18,4/27/1998,5/3/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,19,5/4/1998,5/10/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,20,5/11/1998,5/17/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,21,5/18/1998,5/24/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,22,5/25/1998,5/31/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,23,6/1/1998,6/7/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,24,6/8/1998,6/14/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,25,6/15/1998,6/21/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,26,6/22/1998,6/28/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,27,6/29/1998,7/5/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,28,7/6/1998,7/12/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,29,7/13/1998,7/19/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,30,7/20/1998,7/26/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,31,7/27/1998,8/2/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,32,8/3/1998,8/9/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,33,8/10/1998,8/16/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,34,8/17/1998,8/23/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,35,8/24/1998,8/30/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,36,8/31/1998,9/6/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,37,9/7/1998,9/13/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,38,9/14/1998,9/20/1998,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,39,9/21/1998,9/27/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,40,9/28/1998,10/4/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,41,10/5/1998,10/11/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,42,10/12/1998,10/18/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,43,10/19/1998,10/25/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,44,10/26/1998,11/1/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,45,11/2/1998,11/8/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,46,11/9/1998,11/15/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,47,11/16/1998,11/22/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,48,11/23/1998,11/29/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,49,11/30/1998,12/6/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,50,12/7/1998,12/13/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,51,12/14/1998,12/20/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,52,12/21/1998,12/27/1998,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1998,53,12/28/1998,1/3/1999,,,,,,,,,,,,,,,No Activity
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,1,1/4/1999,1/10/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,2,1/11/1999,1/17/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,3,1/18/1999,1/24/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,4,1/25/1999,1/31/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,5,2/1/1999,2/7/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,6,2/8/1999,2/14/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,7,2/15/1999,2/21/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,8,2/22/1999,2/28/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,9,3/1/1999,3/7/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,10,3/8/1999,3/14/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,11,3/15/1999,3/21/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,12,3/22/1999,3/28/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,13,3/29/1999,4/4/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,14,4/5/1999,4/11/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,15,4/12/1999,4/18/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,16,4/19/1999,4/25/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,17,4/26/1999,5/2/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,18,5/3/1999,5/9/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,19,5/10/1999,5/16/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,20,5/17/1999,5/23/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,21,5/24/1999,5/30/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,22,5/31/1999,6/6/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,23,6/7/1999,6/13/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,24,6/14/1999,6/20/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,25,6/21/1999,6/27/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,26,6/28/1999,7/4/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,27,7/5/1999,7/11/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,28,7/12/1999,7/18/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,29,7/19/1999,7/25/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,30,7/26/1999,8/1/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,31,8/2/1999,8/8/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,32,8/9/1999,8/15/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,33,8/16/1999,8/22/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,34,8/23/1999,8/29/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,35,8/30/1999,9/5/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,36,9/6/1999,9/12/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,37,9/13/1999,9/19/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,38,9/20/1999,9/26/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,39,9/27/1999,10/3/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,40,10/4/1999,10/10/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,41,10/11/1999,10/17/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,42,10/18/1999,10/24/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,43,10/25/1999,10/31/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,44,11/1/1999,11/7/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,45,11/8/1999,11/14/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,46,11/15/1999,11/21/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,47,11/22/1999,11/28/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,48,11/29/1999,12/5/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,49,12/6/1999,12/12/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,50,12/13/1999,12/19/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,51,12/20/1999,12/26/1999,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,1999,52,12/27/1999,1/2/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,1,1/3/2000,1/9/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,2,1/10/2000,1/16/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,3,1/17/2000,1/23/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,4,1/24/2000,1/30/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,5,1/31/2000,2/6/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,6,2/7/2000,2/13/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,7,2/14/2000,2/20/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,8,2/21/2000,2/27/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,9,2/28/2000,3/5/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,10,3/6/2000,3/12/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,11,3/13/2000,3/19/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,12,3/20/2000,3/26/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,13,3/27/2000,4/2/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,14,4/3/2000,4/9/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,15,4/10/2000,4/16/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,16,4/17/2000,4/23/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,17,4/24/2000,4/30/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,18,5/1/2000,5/7/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,19,5/8/2000,5/14/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,20,5/15/2000,5/21/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,21,5/22/2000,5/28/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,22,5/29/2000,6/4/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,23,6/5/2000,6/11/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,24,6/12/2000,6/18/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,25,6/19/2000,6/25/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,26,6/26/2000,7/2/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,27,7/3/2000,7/9/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,28,7/10/2000,7/16/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,29,7/17/2000,7/23/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,30,7/24/2000,7/30/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,31,7/31/2000,8/6/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,32,8/7/2000,8/13/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,33,8/14/2000,8/20/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,34,8/21/2000,8/27/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,35,8/28/2000,9/3/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,36,9/4/2000,9/10/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,37,9/11/2000,9/17/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,38,9/18/2000,9/24/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,39,9/25/2000,10/1/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,40,10/2/2000,10/8/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,41,10/9/2000,10/15/2000,,,,,,,,,,,,,,,No Report
Sri Lanka,South-East Asia Region of WHO,Southern Asia,2000,42,10/16/2000,10/22/2000,,,,,,,,,,,,,,,No Report
